thread_subject,username,page_name
 Wikipedia soft redirected categories ,Pasleim,WikidataBotrequestsArchive201412.json
 NLI identifier (P949) ,Kolja21,WikidataBotrequestsArchive201412.json
 Add data of birth / death to French people ,Multichill,WikidataBotrequestsArchive201412.json
 Request for EN Anatomy bot to grab infobox data ,LT910001,WikidataBotrequestsArchive201501.json
 Request for EN Anatomy bot to grab infobox data ,ValterVB,WikidataBotrequestsArchive201501.json
 Request for EN Anatomy bot to grab infobox data ,Pasleim,WikidataBotrequestsArchive201501.json
 Request for bot to grab navbox data from 600 EN WP templates ,LT910001,WikidataBotrequestsArchive201501.json
 Request for bot to grab navbox data from 600 EN WP templates ,ValterVB,WikidataBotrequestsArchive201501.json
 Request for bot to grab navbox data from 600 EN WP templates ,Pasleim,WikidataBotrequestsArchive201501.json
 update label of kowiki ,콩가루,WikidataBotrequestsArchive201501.json
 update label of kowiki ,ValterVB,WikidataBotrequestsArchive201501.json
 update label of kowiki ,Pasleim,WikidataBotrequestsArchive201501.json
 Hungary Wikipedia + Wikidata ,B.Zsolt,WikidataBotrequestsArchive201501.json
 Hungary Wikipedia + Wikidata ,Pasleim,WikidataBotrequestsArchive201501.json
 Unlink factual errors ,-revi,WikidataBotrequestsArchive201501.json
 Unlink factual errors ,Pasleim,WikidataBotrequestsArchive201501.json
 Unlink factual errors ,Jura1,WikidataBotrequestsArchive201501.json
 Adding contirbutor property to Otto's encyclopedia contributors ,Wesalius,WikidataBotrequestsArchive201501.json
 Adding contirbutor property to Otto's encyclopedia contributors ,Pasleim,WikidataBotrequestsArchive201501.json
 Adding contirbutor property to Otto's encyclopedia contributors ,ValterVB,WikidataBotrequestsArchive201501.json
 Removing redundant prefix from labels ,Wesalius,WikidataBotrequestsArchive201501.json
 Removing redundant prefix from labels ,Matěj Suchánek,WikidataBotrequestsArchive201501.json
 Import 12.000 images from it and pl.wiki ,Taketa,WikidataBotrequestsArchive201501.json
 Import 12.000 images from it and pl.wiki ,Multichill,WikidataBotrequestsArchive201501.json
 Import 12.000 images from it and pl.wiki ,Pasleim,WikidataBotrequestsArchive201501.json
 Mayor election results in Hungary ,นายกเทศมนตรี,WikidataBotrequestsArchive201501.json
 Mayor election results in Hungary ,Orlodrim,WikidataBotrequestsArchive201501.json
 De-capitalization of Russian labels of items related to UNESCO World Heritage ,DmitTrix,WikidataBotrequestsArchive201502.json
 De-capitalization of Russian labels of items related to UNESCO World Heritage ,Shlomo,WikidataBotrequestsArchive201502.json
 De-capitalization of Russian labels of items related to UNESCO World Heritage ,Pasleim,WikidataBotrequestsArchive201502.json
" {{P|585}} for ""date"" of [[:en:Template:Infobox earthquake]] ",Jura1,WikidataBotrequestsArchive201502.json
" {{P|585}} for ""date"" of [[:en:Template:Infobox earthquake]] ",Pasleim,WikidataBotrequestsArchive201502.json
" {{P|585}} for ""date"" of [[:en:Template:Infobox earthquake]] ",Jc3s5h,WikidataBotrequestsArchive201502.json
 Members of the Fruitbearing Society ,Jonathan Groß,WikidataBotrequestsArchive201502.json
 Members of the Fruitbearing Society ,Pasleim,WikidataBotrequestsArchive201502.json
 Move all template ICD9 and ICD10 references to wikidata ,LT910001,WikidataBotrequestsArchive201502.json
 Move all template ICD9 and ICD10 references to wikidata ,Succu,WikidataBotrequestsArchive201502.json
 Add instance of (P31) from MusicBrainz Artist Type via MusicBrainz artist ID (P434) ,JesseW,WikidataBotrequestsArchive201502.json
 Add instance of (P31) from MusicBrainz Artist Type via MusicBrainz artist ID (P434) ,Pigsonthewing,WikidataBotrequestsArchive201502.json
 Add instance of (P31) from MusicBrainz Artist Type via MusicBrainz artist ID (P434) ,Nikki,WikidataBotrequestsArchive201502.json
 Add instance of (P31) from MusicBrainz Artist Type via MusicBrainz artist ID (P434) ,JulesWinnfield-hu,WikidataBotrequestsArchive201502.json
 Add instance of (P31) from MusicBrainz Artist Type via MusicBrainz artist ID (P434) ,Pajn,WikidataBotrequestsArchive201502.json
 Lists of listed buildings ,Pigsonthewing,WikidataBotrequestsArchive201502.json
 Lists of listed buildings ,Magnus Manske,WikidataBotrequestsArchive201502.json
 Lists of listed buildings ,PKM,WikidataBotrequestsArchive201502.json
 Lists of listed buildings ,Pasleim,WikidataBotrequestsArchive201502.json
 simple task: legal cases on wikisource ,Pichpich,WikidataBotrequestsArchive201503.json
 simple task: legal cases on wikisource ,Vyom25,WikidataBotrequestsArchive201503.json
 simple task: legal cases on wikisource ,Pasleim,WikidataBotrequestsArchive201503.json
 simple task: legal cases on wikisource ,Bene*,WikidataBotrequestsArchive201503.json
 Move cultural heritage status from P31 to P1435 (new list) ,Zolo,WikidataBotrequestsArchive201503.json
 Move cultural heritage status from P31 to P1435 (new list) ,Pigsonthewing,WikidataBotrequestsArchive201503.json
 Move cultural heritage status from P31 to P1435 (new list) ,Izno,WikidataBotrequestsArchive201503.json
 Move cultural heritage status from P31 to P1435 (new list) ,Pasleim,WikidataBotrequestsArchive201503.json
 Category as value ,Infovarius,WikidataBotrequestsArchive201503.json
 Category as value ,Pasleim,WikidataBotrequestsArchive201503.json
 Gray's Anatomy data ,Was a bee,WikidataBotrequestsArchive201503.json
 Gray's Anatomy data ,Snipre,WikidataBotrequestsArchive201503.json
 Gray's Anatomy data ,LT910001,WikidataBotrequestsArchive201503.json
 [[Template:Wanted footballers]] ,Japan Football,WikidataBotrequestsArchive201503.json
 [[Template:Wanted footballers]] ,Pasleim,WikidataBotrequestsArchive201503.json
 Occupations on lists ,Matěj Suchánek,WikidataBotrequestsArchive201503.json
 Occupations on lists ,Pigsonthewing,WikidataBotrequestsArchive201503.json
 Occupations on lists ,Pasleim,WikidataBotrequestsArchive201503.json
 Occupations on lists ,Gymel,WikidataBotrequestsArchive201503.json
 Dates ,Impériale,WikidataBotrequestsArchive201503.json
 Dates ,Jon Harald Søby,WikidataBotrequestsArchive201503.json
 Dates ,Jc3s5h,WikidataBotrequestsArchive201503.json
 Dates ,Pigsonthewing,WikidataBotrequestsArchive201503.json
 Importing sitelinks from [[:en:Template:German Type VII submarines]] ,It Is Me Here,WikidataBotrequestsArchive201503.json
 Move statements to use new wing and undercarriage properties ,Joshbaumgartner,WikidataBotrequestsArchive201504.json
 Move statements to use new wing and undercarriage properties ,Pasleim,WikidataBotrequestsArchive201504.json
 Replace P743 by P1813 ,Laddo,WikidataBotrequestsArchive201504.json
 Replace P743 by P1813 ,JulesWinnfield-hu,WikidataBotrequestsArchive201504.json
 Replace P743 by P1813 ,Pasleim,WikidataBotrequestsArchive201504.json
 Catholic Church item number fixes ,Closeapple,WikidataBotrequestsArchive201504.json
 Catholic Church item number fixes ,Pasleim,WikidataBotrequestsArchive201504.json
 Qualifiers for {{P|119}} ,Gymel,WikidataBotrequestsArchive201504.json
 Qualifiers for {{P|119}} ,Pasleim,WikidataBotrequestsArchive201504.json
 Move P1134 to P276 ,Michiel1972,WikidataBotrequestsArchive201504.json
 Move P1134 to P276 ,Pasleim,WikidataBotrequestsArchive201504.json
 Remove P143 /qualifiers/ ,Gymel,WikidataBotrequestsArchive201504.json
 Remove P143 /qualifiers/ ,Pasleim,WikidataBotrequestsArchive201504.json
 add labels to disambiguation items (under certain conditions) ,Holger1959,WikidataBotrequestsArchive201504.json
 add labels to disambiguation items (under certain conditions) ,ValterVB,WikidataBotrequestsArchive201504.json
 Move last group of ship classes ,Laddo,WikidataBotrequestsArchive201504.json
 Move last group of ship classes ,TomT0m,WikidataBotrequestsArchive201504.json
 Move last group of ship classes ,FreightXPress,WikidataBotrequestsArchive201504.json
 Move last group of ship classes ,Pasleim,WikidataBotrequestsArchive201504.json
 London transport adjacent stations from English Wikipedia navbox tables ,Holek,WikidataBotrequestsArchive201504.json
 London transport adjacent stations from English Wikipedia navbox tables ,Pigsonthewing,WikidataBotrequestsArchive201504.json
" radio stations, replace {{P|131}} with {{P|159}} ",Popcorndude,WikidataBotrequestsArchive201504.json
" radio stations, replace {{P|131}} with {{P|159}} ",Closeapple,WikidataBotrequestsArchive201504.json
 Patrol page moves and deletes ,DSGalaktos,WikidataBotrequestsArchive201504.json
 Patrol page moves and deletes ,YMS,WikidataBotrequestsArchive201504.json
 Patrol page moves and deletes ,TomT0m,WikidataBotrequestsArchive201504.json
 Patrol page moves and deletes ,Infovarius,WikidataBotrequestsArchive201504.json
 Import DOI Prefixes ,81.171.85.254,WikidataBotrequestsArchive201504.json
" List all items using ""nl-informal"" ",Sjoerddebruin,WikidataBotrequestsArchive201505.json
" List all items using ""nl-informal"" ",Pasleim,WikidataBotrequestsArchive201505.json
" List all items using ""nl-informal"" ",Nikki,WikidataBotrequestsArchive201505.json
 List of Wikidata items with VIAF numbers ,Jonathan Groß,WikidataBotrequestsArchive201505.json
 List of Wikidata items with VIAF numbers ,Jura1,WikidataBotrequestsArchive201505.json
 List of Wikidata items with VIAF numbers ,Pigsonthewing,WikidataBotrequestsArchive201505.json
 List of Wikidata items with VIAF numbers ,Magnus Manske,WikidataBotrequestsArchive201505.json
 List of Wikidata items with VIAF numbers ,Pasleim,WikidataBotrequestsArchive201505.json
 Labels of elements in en-GB ,Pigsonthewing,WikidataBotrequestsArchive201505.json
 Labels of elements in en-GB ,Nikki,WikidataBotrequestsArchive201505.json
 Labels of elements in en-GB ,Pasleim,WikidataBotrequestsArchive201505.json
 Export of data from a Not-WMF-Wiki ,MGChecker,WikidataBotrequestsArchive201505.json
 Export of data from a Not-WMF-Wiki ,Pasleim,WikidataBotrequestsArchive201505.json
 mark Hidden categories as Administrative ,Vladimir Alexiev,WikidataBotrequestsArchive201505.json
 mark Hidden categories as Administrative ,Sjoerddebruin,WikidataBotrequestsArchive201505.json
 ISBN conversions ,Pigsonthewing,WikidataBotrequestsArchive201505.json
 Changing P143 with P248 only on certain items ,Sannita (ICCU),WikidataBotrequestsArchive201505.json
" Adding missing labels for all biological species, genus, families, etc ",Romaine,WikidataBotrequestsArchive201505.json
" Adding missing labels for all biological species, genus, families, etc ",Succu,WikidataBotrequestsArchive201505.json
" Adding missing labels for all biological species, genus, families, etc ",Edoderoo,WikidataBotrequestsArchive201505.json
" Adding missing labels for all biological species, genus, families, etc ",Infovarius,WikidataBotrequestsArchive201505.json
" Adding missing labels for all biological species, genus, families, etc ",Brya,WikidataBotrequestsArchive201505.json
" Adding missing labels for all biological species, genus, families, etc ",Innocent bystander,WikidataBotrequestsArchive201505.json
" Adding missing labels for all biological species, genus, families, etc ",Sjoerddebruin,WikidataBotrequestsArchive201505.json
 Add Grandmaster title as property ,85.212.22.136,WikidataBotrequestsArchive201506.json
 Add Grandmaster title as property ,Jura1,WikidataBotrequestsArchive201506.json
 Add Grandmaster title as property ,Mfb,WikidataBotrequestsArchive201506.json
 Add Grandmaster title as property ,Steak,WikidataBotrequestsArchive201506.json
 Import dates from Wikipedia (P570) ,Jura1,WikidataBotrequestsArchive201506.json
 Import coordinates from Wikipedia ,Zolo,WikidataBotrequestsArchive201506.json
 Import coordinates from Wikipedia ,Multichill,WikidataBotrequestsArchive201506.json
 Import coordinates from Wikipedia ,Edgars2007,WikidataBotrequestsArchive201506.json
 Import coordinates from Wikipedia ,Pasleim,WikidataBotrequestsArchive201506.json
 Chemical substances from dewiki ,Kopiersperre,WikidataBotrequestsArchive201506.json
 Chemical substances from dewiki ,Pasleim,WikidataBotrequestsArchive201506.json
 Chemical substances from dewiki ,GZWDer,WikidataBotrequestsArchive201506.json
 Chemical substances from dewiki ,Snipre,WikidataBotrequestsArchive201506.json
 Elo ratings for chess players ,Mfb,WikidataBotrequestsArchive201506.json
 Elo ratings for chess players ,Pasleim,WikidataBotrequestsArchive201506.json
 Elo ratings for chess players ,85.212.22.136,WikidataBotrequestsArchive201506.json
 Elo ratings for chess players ,Bever,WikidataBotrequestsArchive201506.json
 Elo ratings for chess players ,129.13.72.196,WikidataBotrequestsArchive201506.json
 Elo ratings for chess players ,85.212.52.233,WikidataBotrequestsArchive201506.json
 Elo ratings for chess players ,Sjoerddebruin,WikidataBotrequestsArchive201506.json
 Import titled player from FIDE database ,85.212.22.136,WikidataBotrequestsArchive201506.json
" Remove ""(disambiguation)"" from English labels ",Stryn,WikidataBotrequestsArchive201507.json
" Remove ""(disambiguation)"" from English labels ",Jura1,WikidataBotrequestsArchive201507.json
" Remove ""(disambiguation)"" from English labels ",YMS,WikidataBotrequestsArchive201507.json
" Remove ""(disambiguation)"" from English labels ",Izno,WikidataBotrequestsArchive201507.json
" Remove ""(disambiguation)"" from English labels ",Innocent bystander,WikidataBotrequestsArchive201507.json
" Remove ""(disambiguation)"" from English labels ",Pasleim,WikidataBotrequestsArchive201507.json
 Connecting it.wiki's categories ,Dr Zimbu,WikidataBotrequestsArchive201507.json
 Connecting it.wiki's categories ,Popcorndude,WikidataBotrequestsArchive201507.json
 Connecting it.wiki's categories ,Pasleim,WikidataBotrequestsArchive201507.json
 {{P|410}}: Add gender to zhwiki items ,Jura1,WikidataBotrequestsArchive201507.json
 {{P|410}}: Add gender to zhwiki items ,Infovarius,WikidataBotrequestsArchive201507.json
 {{P|410}}: Add gender to zhwiki items ,Pasleim,WikidataBotrequestsArchive201507.json
 Twitter and Instagram property migration ,Pigsonthewing,WikidataBotrequestsArchive201507.json
 Twitter and Instagram property migration ,Pasleim,WikidataBotrequestsArchive201507.json
 Twitter and Instagram property migration ,Sjoerddebruin,WikidataBotrequestsArchive201507.json
 Aliases for baronets ,Andrew Gray,WikidataBotrequestsArchive201507.json
 Aliases for baronets ,Pasleim,WikidataBotrequestsArchive201507.json
 Remove disambiguator from P31:Q5 items ,Jura1,WikidataBotrequestsArchive201507.json
 Remove disambiguator from P31:Q5 items ,Pasleim,WikidataBotrequestsArchive201507.json
 Ladino Wikipedia ,StevenJ81,WikidataBotrequestsArchive201507.json
 Ladino Wikipedia ,Nikki,WikidataBotrequestsArchive201507.json
 Ladino Wikipedia ,Pasleim,WikidataBotrequestsArchive201507.json
 Update category labels ,Sjoerddebruin,WikidataBotrequestsArchive201507.json
 Update category labels ,ValterVB,WikidataBotrequestsArchive201507.json
 Update category labels ,Pasleim,WikidataBotrequestsArchive201507.json
 Update category labels ,91.9.109.131,WikidataBotrequestsArchive201507.json
 Persondata at Ukrainian Wikipedia ,Максим Підліснюк,WikidataBotrequestsArchive201507.json
 Persondata at Ukrainian Wikipedia ,Izno,WikidataBotrequestsArchive201507.json
 Persondata at Ukrainian Wikipedia ,Vlsergey,WikidataBotrequestsArchive201507.json
 Persondata at Ukrainian Wikipedia ,Pasleim,WikidataBotrequestsArchive201507.json
 Persondata at Ukrainian Wikipedia ,Jura1,WikidataBotrequestsArchive201507.json
 DNB articles on Wikidata ,Jonathan Groß,WikidataBotrequestsArchive201507.json
 DNB articles on Wikidata ,Andrew Gray,WikidataBotrequestsArchive201507.json
 DNB articles on Wikidata ,Charles Matthews,WikidataBotrequestsArchive201507.json
 DNB articles on Wikidata ,Jura1,WikidataBotrequestsArchive201507.json
 100 000 localities of Mexico ,Eldizzino,WikidataBotrequestsArchive201507.json
 100 000 localities of Mexico ,Innocent bystander,WikidataBotrequestsArchive201507.json
 100 000 localities of Mexico ,Pasleim,WikidataBotrequestsArchive201507.json
 100 000 localities of Mexico ,91.9.109.131,WikidataBotrequestsArchive201507.json
 100 000 localities of Mexico ,Jura1,WikidataBotrequestsArchive201507.json
 Adding SOC job codes ,Teolemon,WikidataBotrequestsArchive201507.json
 Adding SOC job codes ,H@r@ld,WikidataBotrequestsArchive201507.json
 Adding [[Q20651139]] to source section ,Jura1,WikidataBotrequestsArchive201507.json
 Adding [[Q20651139]] to source section ,Infovarius,WikidataBotrequestsArchive201507.json
 Adding [[Q20651139]] to source section ,Innocent bystander,WikidataBotrequestsArchive201507.json
 Change qualifier type of P1343 ,Vlsergey,WikidataBotrequestsArchive201507.json
 Change qualifier type of P1343 ,Pasleim,WikidataBotrequestsArchive201507.json
 missing pairs items ,Yamaha5,WikidataBotrequestsArchive201507.json
 missing pairs items ,Jura1,WikidataBotrequestsArchive201507.json
 missing pairs items ,Nikki,WikidataBotrequestsArchive201507.json
new suggestion,Yamaha5,WikidataBotrequestsArchive201507.json
new suggestion,Jura1,WikidataBotrequestsArchive201507.json
 Population of French communes ,Mati7,WikidataBotrequestsArchive201507.json
 Discussion ,AHeneen,WikidataBotrequestsArchive201507.json
 Discussion ,Pasleim,WikidataBotrequestsArchive201507.json
 Discussion ,Roland45,WikidataBotrequestsArchive201507.json
 Discussion ,Oliv0,WikidataBotrequestsArchive201507.json
 License ,Oliv0,WikidataBotrequestsArchive201507.json
 License ,Bzh-99,WikidataBotrequestsArchive201507.json
 License ,VIGNERON,WikidataBotrequestsArchive201507.json
 License ,Snipre,WikidataBotrequestsArchive201507.json
 Some stats and info about INSEE codes ,VIGNERON,WikidataBotrequestsArchive201507.json
 Some stats and info about INSEE codes ,Pasleim,WikidataBotrequestsArchive201507.json
 Change {{P|854}} statements with YouTube link to {{P|1651}} ,Airon90,WikidataBotrequestsArchive201508.json
 Change {{P|854}} statements with YouTube link to {{P|1651}} ,Nikki,WikidataBotrequestsArchive201508.json
 Change {{P|854}} statements with YouTube link to {{P|1651}} ,Pasleim,WikidataBotrequestsArchive201508.json
 Harvest {{P|761}} from Swedish Wikipedia ,Ainali,WikidataBotrequestsArchive201508.json
 Harvest {{P|761}} from Swedish Wikipedia ,Jura1,WikidataBotrequestsArchive201508.json
 Harvest {{P|761}} from Swedish Wikipedia ,Pasleim,WikidataBotrequestsArchive201508.json
 Bot to migrate Findagrave cemetery numbers to P2025 ,Richard Arthur Norton (1958- ),WikidataBotrequestsArchive201508.json
 Bot to migrate Findagrave cemetery numbers to P2025 ,Nikki,WikidataBotrequestsArchive201508.json
 Bot to migrate Findagrave cemetery numbers to P2025 ,Pasleim,WikidataBotrequestsArchive201508.json
 Bot to migrate Findagrave cemetery numbers to P2025 ,Pigsonthewing,WikidataBotrequestsArchive201508.json
 [[:de:Steiermärkische Gemeindestrukturreform]] ,Herzi Pinki,WikidataBotrequestsArchive201508.json
 1052 Wikivoyage banners waiting to be added to Wikidata ,Syced,WikidataBotrequestsArchive201508.json
 1052 Wikivoyage banners waiting to be added to Wikidata ,Pasleim,WikidataBotrequestsArchive201508.json
 [[Wikidata:The_Game/Flagged_items]] ,Sjoerddebruin,WikidataBotrequestsArchive201508.json
 [[Wikidata:The_Game/Flagged_items]] ,Popcorndude,WikidataBotrequestsArchive201508.json
 [[Wikidata:The_Game/Flagged_items]] ,Pasleim,WikidataBotrequestsArchive201508.json
 P373 point to category redirects ,Steenth,WikidataBotrequestsArchive201508.json
 P373 point to category redirects ,Pere prlpz,WikidataBotrequestsArchive201508.json
 P373 point to category redirects ,Jura1,WikidataBotrequestsArchive201508.json
 P373 point to category redirects ,Pasleim,WikidataBotrequestsArchive201508.json
 Follow/replace - qualifiers for {{P|39}} ,Jura1,WikidataBotrequestsArchive201508.json
 Follow/replace - qualifiers for {{P|39}} ,Matěj Suchánek,WikidataBotrequestsArchive201508.json
 Follow/replace - qualifiers for {{P|39}} ,Louperivois,WikidataBotrequestsArchive201508.json
 Follow/replace - qualifiers for {{P|39}} ,Pasleim,WikidataBotrequestsArchive201508.json
 Taxon names ,Pigsonthewing,WikidataBotrequestsArchive201508.json
 Taxon names ,Pasleim,WikidataBotrequestsArchive201508.json
 Taxon names ,Succu,WikidataBotrequestsArchive201508.json
 Taxon names ,Sjoerddebruin,WikidataBotrequestsArchive201508.json
 One image for P158 and P94 ,92.115.106.250,WikidataBotrequestsArchive201508.json
 One image for P158 and P94 ,Multichill,WikidataBotrequestsArchive201508.json
 One image for P158 and P94 ,Jura1,WikidataBotrequestsArchive201508.json
 Propagating labels from en/de/fr/es for artists to other euro languages ,Jane023,WikidataBotrequestsArchive201508.json
 Propagating labels from en/de/fr/es for artists to other euro languages ,Innocent bystander,WikidataBotrequestsArchive201508.json
 Propagating labels from en/de/fr/es for artists to other euro languages ,Pasleim,WikidataBotrequestsArchive201508.json
 Propagating labels from en/de/fr/es for artists to other euro languages ,Pigsonthewing,WikidataBotrequestsArchive201508.json
 Propagating labels from en/de/fr/es for artists to other euro languages ,Jura1,WikidataBotrequestsArchive201508.json
 labels for people's names ,Pigsonthewing,WikidataBotrequestsArchive201508.json
 labels for people's names ,Pasleim,WikidataBotrequestsArchive201508.json
 New properties ,Thierry Caro,WikidataBotrequestsArchive201508.json
 New properties ,Pasleim,WikidataBotrequestsArchive201508.json
 Add links to Arabic sister projects ,Helmoony,WikidataBotrequestsArchive201508.json
" US places with names in the format ""<locality>, <US state name>"" ",Jura1,WikidataBotrequestsArchive201508.json
" US places with names in the format ""<locality>, <US state name>"" ",Pigsonthewing,WikidataBotrequestsArchive201508.json
" US places with names in the format ""<locality>, <US state name>"" ",Jc3s5h,WikidataBotrequestsArchive201508.json
 Adding about 9000 {{p|31}} ,Dr Zimbu,WikidataBotrequestsArchive201509.json
 Adding about 9000 {{p|31}} ,Stryn,WikidataBotrequestsArchive201509.json
 Adding about 9000 {{p|31}} ,Pasleim,WikidataBotrequestsArchive201509.json
 Interwiki bot ,Yamaha5,WikidataBotrequestsArchive201509.json
 Interwiki bot ,Multichill,WikidataBotrequestsArchive201509.json
 Interwiki bot ,Ladsgroup,WikidataBotrequestsArchive201509.json
 Interwiki bot ,Pasleim,WikidataBotrequestsArchive201509.json
 Moving coordinates to headquarters ,Jklamo,WikidataBotrequestsArchive201509.json
 Moving coordinates to headquarters ,Pasleim,WikidataBotrequestsArchive201509.json
 Auto-populate all the Chinese administrative subdivision items (request withdrawn) ,Heron,WikidataBotrequestsArchive201509.json
 Auto-populate all the Chinese administrative subdivision items (request withdrawn) ,Nikki,WikidataBotrequestsArchive201509.json
 Auto-populate all the Chinese administrative subdivision items (request withdrawn) ,Pasleim,WikidataBotrequestsArchive201509.json
 add ukwiki category by years ,VaeVictis,WikidataBotrequestsArchive201509.json
 add ukwiki category by years ,Jura1,WikidataBotrequestsArchive201509.json
 add ukwiki category by years ,Pasleim,WikidataBotrequestsArchive201509.json
 Find and merge duplicates (specific case) ,XXN,WikidataBotrequestsArchive201509.json
 Find and merge duplicates (specific case) ,Pasleim,WikidataBotrequestsArchive201509.json
 {{P|297}} → {{P|487}} ,Shisma,WikidataBotrequestsArchive201509.json
 {{P|297}} → {{P|487}} ,VIGNERON,WikidataBotrequestsArchive201509.json
 {{P|297}} → {{P|487}} ,Galaktos,WikidataBotrequestsArchive201509.json
 {{P|297}} → {{P|487}} ,Pasleim,WikidataBotrequestsArchive201509.json
 {{P|297}} → {{P|487}} ,Jura1,WikidataBotrequestsArchive201509.json
 Date for birth for recently deceased ,Jura1,WikidataBotrequestsArchive201509.json
 Date for birth for recently deceased ,Hsarrazin,WikidataBotrequestsArchive201509.json
 Harvest [[:en:Template:BCGNIS]] for {{P|2099}} ,Fralambert,WikidataBotrequestsArchive201509.json
 Harvest [[:en:Template:BCGNIS]] for {{P|2099}} ,Pasleim,WikidataBotrequestsArchive201509.json
 Harvest [[:en:Template:BCGNIS]] for {{P|2099}} ,Jura1,WikidataBotrequestsArchive201509.json
 Check links between article and categories items ,EugeneZelenko,WikidataBotrequestsArchive201509.json
 Check links between article and categories items ,Infovarius,WikidataBotrequestsArchive201509.json
 Harvest {{P|2044}} from Swedish Wikipedia ,Ainali,WikidataBotrequestsArchive201509.json
 Harvest {{P|2044}} from Swedish Wikipedia ,Innocent bystander,WikidataBotrequestsArchive201509.json
 Harvest {{P|2044}} from Swedish Wikipedia ,Thierry Caro,WikidataBotrequestsArchive201509.json
 Harvest {{P|2044}} from Swedish Wikipedia ,Nasko,WikidataBotrequestsArchive201509.json
 Fix redirects from pagemoves at Wikipedia (bug [[phabricator:T92789|T92789]]) ,Jura1,WikidataBotrequestsArchive201509.json
 Footballer senior career and national team ,H4stings,WikidataBotrequestsArchive201509.json
 Footballer senior career and national team ,Legoktm,WikidataBotrequestsArchive201509.json
 Footballer senior career and national team ,Matěj Suchánek,WikidataBotrequestsArchive201509.json
 Wrong qualifier in many data items about video games ,Toru10,WikidataBotrequestsArchive201510.json
 Wrong qualifier in many data items about video games ,Pasleim,WikidataBotrequestsArchive201510.json
 {{P|2182}} ,Airon90,WikidataBotrequestsArchive201510.json
 {{P|2182}} ,Nikki,WikidataBotrequestsArchive201510.json
 {{P|2182}} ,Stryn,WikidataBotrequestsArchive201510.json
 {{P|2182}} ,Pasleim,WikidataBotrequestsArchive201510.json
 Categories with wrong catalan description ,Paucabot,WikidataBotrequestsArchive201510.json
 Categories with wrong catalan description ,ValterVB,WikidataBotrequestsArchive201510.json
 Categories with wrong catalan description ,Pasleim,WikidataBotrequestsArchive201510.json
" Commons Category with ""no value"" ",109.45.9.169,WikidataBotrequestsArchive201510.json
" Commons Category with ""no value"" ",Sjoerddebruin,WikidataBotrequestsArchive201510.json
" Commons Category with ""no value"" ",Agabi10,WikidataBotrequestsArchive201510.json
" Commons Category with ""no value"" ",Jura1,WikidataBotrequestsArchive201510.json
" Remove English description ""human"" ",Jura1,WikidataBotrequestsArchive201510.json
" Remove English description ""human"" ",Gymel,WikidataBotrequestsArchive201510.json
" Remove English description ""human"" ",Multichill,WikidataBotrequestsArchive201510.json
" Remove English description ""human"" ",Matěj Suchánek,WikidataBotrequestsArchive201510.json
" Remove English description ""human"" ",Termininja,WikidataBotrequestsArchive201510.json
 Clean up of P57 claims ,Mbch331,WikidataBotrequestsArchive201510.json
 Clean up of P57 claims ,Jura1,WikidataBotrequestsArchive201510.json
 Clean up of P57 claims ,Edoderoo,WikidataBotrequestsArchive201510.json
 Clean up of P57 claims ,Agabi10,WikidataBotrequestsArchive201510.json
 Clean up of P57 claims ,Pasleim,WikidataBotrequestsArchive201510.json
 Import persondata from dewikisource ,Jonathan Groß,WikidataBotrequestsArchive201510.json
 Import persondata from dewikisource ,Jc3s5h,WikidataBotrequestsArchive201510.json
 Import persondata from dewikisource ,Pasleim,WikidataBotrequestsArchive201510.json
 Hierarchic data for German places ,109.45.9.169,WikidataBotrequestsArchive201510.json
 Hierarchic data for German places ,Nikki,WikidataBotrequestsArchive201510.json
 Hierarchic data for German places ,Jura1,WikidataBotrequestsArchive201510.json
 Hierarchic data for German places ,Arch2all,WikidataBotrequestsArchive201510.json
 Import P569/P570 dates from jawiki (text) ,Jura1,WikidataBotrequestsArchive201510.json
 Import P569/P570 dates from jawiki (text) ,Nikki,WikidataBotrequestsArchive201510.json
 Import P569/P570 dates from jawiki (text) ,Jc3s5h,WikidataBotrequestsArchive201510.json
 Creating family name items ,Leyo,WikidataBotrequestsArchive201510.json
 Creating family name items ,Yellowcard,WikidataBotrequestsArchive201510.json
 Creating family name items ,Jura1,WikidataBotrequestsArchive201510.json
 Wikispecies sitelinks ,Nikki,WikidataBotrequestsArchive201510.json
 Template:Wikidata ,Tobias1984,WikidataBotrequestsArchive201510.json
 Interwiki links ,Nikki,WikidataBotrequestsArchive201510.json
 Interwiki links ,Magnus Manske,WikidataBotrequestsArchive201510.json
 Page names matching taxon names ,Magnus Manske,WikidataBotrequestsArchive201510.json
Journals ,Pigsonthewing,WikidataBotrequestsArchive201510.json
Journals ,Nikki,WikidataBotrequestsArchive201510.json
 Authors ,Pigsonthewing,WikidataBotrequestsArchive201510.json
 Authors ,Nikki,WikidataBotrequestsArchive201510.json
 Authors ,Magnus Manske,WikidataBotrequestsArchive201510.json
 Authors ,Jura1,WikidataBotrequestsArchive201510.json
 Import P569/P570 dates from kowiki (text) ,Jura1,WikidataBotrequestsArchive201510.json
 Import P569/P570 dates from kowiki (text) ,Nikki,WikidataBotrequestsArchive201510.json
 Swedish districts ,Innocent bystander,WikidataBotrequestsArchive201510.json
 Import values from fi.wiki and it.wiki ,Airon90,WikidataBotrequestsArchive201510.json
